target	EEBR-OA.Prd	EEBR-OB.Prd	EEMAC-CN.Prd	EEMAC-CPL.Prd	EEMAC-N.Prd	GL-CN.Prd	GL-F.Prd	GL-NP.Prd	L-CN.Prd	L-RA.Prd	M-CN.Prd	M-RA.Prd	P-CN.Prd	P-RA.Prd	PP-CN.Prd	PP-PP.Prd	SA-CN.Prd	SA-RA.Prd	SUL-CN.Prd	SUL-F.Prd	SUL-LM.Prd	T-CN.Prd	T-NP.Prd	TT-CN.Prd	TT-LP.Prd
k117_559122_1_EEBR-OA	0.7268887243035699	0.513894475228049	0.10450437944112954	0.06411722934755294	0	0.3633522975517959	0.5801006713793216	0.5495394453188702	0.40970357507195937	0	0.3001603856866845	0.4629176830076589	0.3584319028806569	0.12255145459043729	0.5543756742031923	0.7537207870211442	0.43098969383249836	0.4003838600545486	0.7099195706867076	0.49487841213712064	0.4674718167833014	0.4237256644598376	0.6570422177556543	0.3749929675261151	0.43917942889189737
k117_19787_2_EEBR-OB	0.2662642957718815	0.24750034400263196	0.13315014511007156	0.02875907543624818	0.0031789386559500565	0.11091535332937634	0.23399728431099837	0.11090911607722129	0.08575840741847149	0.0031657895008553485	0.16817870645688854	0.03483228644199786	0.09497001799570916	0.015834720774101113	0.20608358008056452	0.00950406414083343	0.28805165255020354	0.09841046477632075	0	0.05068479483773013	0.009593171641208122	0.08583240549138792	0.13911169713861093	0.013417580539687335	0.07341491352759676
k117_48470_8_EEBR-OB	0.37679874420867254	0.4165948718323872	0.06187084315790577	0.005669351788507706	0	0.042168279491583166	0.08415333895229889	0.03373272654883228	0.11270519493466984	0.002808361653984583	0.06192825161680924	0.09550788217967157	0.10671362237152267	0.022475087550337065	0.05343854619955085	0.16862049282123828	0.05335235322845847	0.05632232635481416	0.17181895937047628	0.059013042376591024	0.03404028646880302	0.1071623222682203	0.05889809757884738	0.2559078869061335	0.26333610287072756
k117_57036_6_EEBR-OB	0.8765413572781351	0.5526449988947659	0.5908978000585848	0.07322912726822453	0.024283559177396264	0.66329141852131	0.5797230016713923	0.41634930082956884	0.810381658578869	0.14026206260734114	0.6205335919583309	0.7498617220152318	0.6432460015172338	0.06773741664476587	0.18890994840718414	0.30492205785173926	0.8414695710944591	0.4267980730442584	0.6063738320224004	0.7307937866794249	0.43968703355537236	1.8650004156153426	1.502213118406528	0.6354715227824141	0.9363061435403647
k117_77318_2_EEBR-OB	0.7370661364910498	1.7265627611097012	0.46165937450467115	0.1851315729941164	0.11199819464023332	0.43170714036080593	0.2822281374684928	0.16374177584557736	0.37798354343926277	0.0495710811521834	0.09688936422481058	0.012395831474020593	0.26519504432016533	0.019835664457236984	0.07943216007485213	0.2257074307229956	0.3246509180906834	0.16900706612946373	0.37785937182366686	0.31497623838215744	0.2628733866096176	0.8362635315570576	0.6039724929149658	0.7222096286931351	0.59477098441976906
k117_85623_21_EEBR-OB	0.48435804351410205	0.5549573210658738	0.011672855917200936	0	0	0.00583416084458166	0.23285944837009903	0.02916916382186334	0.08771199271066356	0	0.02920921719469131	0.017489014113137	0.01748402004941926	0	0.15759722763804998	0.1633055372595089	0.09324031605836743	0	0.09352872361369778	0.16329410889143178	0.10596641478154581	0.035115070586899756	0.052385157918305385	0.1976145753125499	0.21742674044556584
k117_96571_1_EEBR-OB	0.14719976145197622	0.15471911092512816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007355313235026799	0	0	0	0.01168285376806549	0
k117_125558_29_EEBR-OB	0.39925126138095646	0.39166965771408874	0.018634244226600347	0	0	0	0.11948489347425645	0	0.11735105793197682	0	0.013322524636509967	0.005317906327022575	0.03189832665504735	0	0.13843782478694408	0.07182460686584043	0.06910726669688634	0.005331273639692333	0.050657673417199615	0.0877794872428246	0.056387344761299654	0.04804867482978459	0.058405674371172535	0.1605500572210679	0.16885673771863446
k117_152881_1_EEBR-OB	0.6157619936685593	0.6332383302680931	0.1817248232417313	0.05088055163630559	0.010123519965872314	0.21024795564762014	0.24335778598509597	0.21023613249171708	0.4501138231480155	0.08737426270153242	0.25599817665832225	0.2184896133876826	0.24867099203379897	0.09917234048146319	0.5805602200283881	0.524615168980142	0.19320793779133205	0.12299872090802841	0.7701664489791097	0.8742974260308092	0.7620534738387925	0.5871714215628521	0.4027359145146759	0.5875249379863091	0.43878761974117203
k117_162417_2_EEBR-OB	0.32467199843534655	0.34789455668129526	0	0	0	0.018286746778426448	0.027370528603501806	0	0.03207478990271915	0.00456704059139788	0.022888534129610567	0	0.01370059276003673	0	0.004573860037097017	0.07312416563001896	0.00913296538440566	0.004579651454424233	0.10993458169019886	0.09139881036311989	0.07380975776404938	0.05961886574508062	0.05017143175490887	0.25647375261107264	0.05986219606241675
k117_181044_3_EEBR-OB	0.2301049469633544	0.25384650666936615	0.04226988733653066	0	0	0.10328625495222346	0.26233929772604425	0.159615235836001	0.16939932329574617	0	0.1269273256278404	0.06567703840915422	0.15945583268415367	0.02345884559126091	0.13621478797347852	0.1642677752736642	0.14068456779008717	0.11287221766459726	0.23049555602693908	0.15487020644861985	0.19896948589172403	0.07535355214607445	0.028103373159315343	0.163992651040623	0.12767811048277697
k117_204256_2_EEBR-OB	0.13621447139881918	0.44167136351495867	0.0029615844630690273	0	0	0	0.00295400255628735	0	0	0.00887227630812964	0.00889299733698245	0.002958155961103853	0	0.002958504093674943	0.002961841425296371	0.0029595104189431773	0	0.00296559170615582	0.002966210847090468	0.005918606615870822	0	0.0029697458847378067	0.002953539217380275	0.003133617535808083	0.0029818666991731357
k117_212295_3_EEBR-OB	0.12974118509371857	0.22228598392603707	0.004990720150645838	0.00503040874257571	0	0	0	0.002494250502119978	0	0	0.004995350919163666	0.0024924713017529776	0.004983519131557785	0	0.01497345951321564	0.004987225070920345	0	0	0.0049985163111971745	0.0024934380286897647	0.007550975889323031	0.05004473387161027	0.022397232097450776	0.0739287085192075	0.012562247006355519
k117_223497_2_EEBR-OB	0.20067881147589567	0.30132858705356413	0.04683138596996922	0	0	0.05350079393208698	0.043374958398435116	0.033436115843766614	0.08043421106128955	0	0.02343741984015279	0	0.06346517589481444	0	0.03010850312189764	0.04679858921465542	0.08015984006456768	0.016748125822534668	0.1440639527245162	0.06685044882674238	0.08435242849983163	0.13417269177088795	0.11342440534083388	0.27961336904048667	0.17513640094999627
k117_233021_18_EEBR-OB	0.1187809064079168	0.4283078649618198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k117_243064_6_EEBR-OB	0.10276867556107708	0.4534881953732436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042017603277582265	0.0020959877564474864	0	0.004206767854771449	0	0	0
k117_249656_1_EEBR-OB	0.5184552854595847	0.6919864632068933	1.1149512691174945	0.3680626292015474	0.1244945609764734	1.1729208743003805	0.8789936192881426	0.8394915891559307	1.5072992143514168	0.25525213776530037	1.0282663971456112	0.6613879170836592	0.94075012590514	0.24318593859003457	0.41875165365813183	0.44761432975094506	0.9747009872074469	0.43147030325845065	0.6168631468967564	0.5983990175868137	0.5721302831045124	1.3108707109757054	1.0973557959276117	0.9633494998302564	1.306416687191137
k117_282278_12_EEBR-OB	0.3612335144784168	0.4199818220098862	0.06318390824868171	0.006531936090824209	0	0.082593015719635135	0.10180501492765914	0.07287209219608366	0.1899102169700569	0	0.0648641385322297	0.10518460481904116	0.17148283543630952	0.014565736182448412	0.0648096311876697	0.17646725365635743	0.06794035224984697	0.05840252377419057	0.1509046849420485	0.07122950261748369	0.07026821813846601	0.1120949727155563	0.11633033907061542	0.2605597521760421	0.26914723638355426
