target	EEBR-OA.Prd	EEBR-OB.Prd	EEMAC-CN.Prd	EEMAC-CPL.Prd	EEMAC-N.Prd	GL-CN.Prd	GL-F.Prd	GL-NP.Prd	L-CN.Prd	L-RA.Prd	M-CN.Prd	M-RA.Prd	P-CN.Prd	P-RA.Prd	PP-CN.Prd	PP-PP.Prd	SA-CN.Prd	SA-RA.Prd	SUL-CN.Prd	SUL-F.Prd	SUL-LM.Prd	T-CN.Prd	T-NP.Prd	TT-CN.Prd	TT-LP.Prd
k117_76852_1_T-NP	0.234566165322848	0.6695201613404532	0.13632038666031135	0.012781811304999191	0	0.1426054542806267	0.06008038380958066	0.0792207971980152	0.2191603745138716	0	0.09836867736157633	0.009499714484181234	0.11396402159485097	0	0.0031705166166240695	0.06019240622527839	0.082300472157201	0.003174531121816798	0.29211783733210034	0.310444368381097	0.2046543283457733	0.38147735773950187	0.3161629480422976	0.27506040106359037	0.19790107124830433
k117_142050_3_T-NP	0.5337808633639718	0.34472982387197876	0.3042388187308318	0.011572010234978692	0	0.37871626815815274	0.5553889497493834	0.4016461816788261	0.24155088692171214	0.05732293746404747	0.21833589346682014	0.28095177541693755	0.24647911392027672	0.057343844778637784	0.470749956904512	0.34991643558294827	0.4871854477175242	0.45410165347469916	0.22997289036701407	0.4646106193458595	0.31266633497270924	0.27629635786893963	0.5495770751155	0.24295207561573776	0.43925473400659076
k117_158892_3_T-NP	0.25212205295615886	0.306080307080178	0.3379965222024894	0.22171526532902444	0.08069613511257835	0.37540581126865835	0.3371312225104405	0.2359560975005499	0.5697681085466539	0.1178647783395376	0.3383101410003592	0.31081117132859626	0.5089418913103388	0.17150220653795667	0.09657881386024088	0.18764434329337798	0.30533962155363925	0.2148913374768294	0.08060107551805444	0.11793961875702587	0.04870379448613355	0.9845050270892529	0.7383620848126273	0.19300673545550243	0.2862936092748422
k117_223252_1_T-NP	0.10878021368581975	0.09333632000099257	0.0427408610115895	0	0.003896192224562743	0.05437632920883074	0.1356454934272896	0.06602468668982214	0.0817505090835321	0.007760152536915618	0.0894501765566675	0.06985862461904864	0.08535838200542847	0.0077629828864673985	0.14377718807420573	0.13589841018461918	0.1280268754791685	0.07392501442448032	0.08950685823546252	0.08929841987427384	0.1998800107973169	0.16364209774897853	0.24412359107889947	0.07400225478713349	0.11345213716993276
k117_249450_3_T-NP	0.09757284599126366	0.045963976516263834	0.1664702970413985	0.18515216375965907	0.14965867581921252	0.14919125715321166	0.23475203030644037	0.10901824931282422	0.19554119417471935	0.18916569363135666	0.27579270753703594	0.2293483880954592	0.2178187518365236	0.09748453612368423	0.10907620952665523	0.017209005028669587	0.17194780507677326	0.12071056611352764	0.011498644518350703	0.04015153500519774	0.03474070388585658	0.2820525319912093	0.33776091074806774	0.01822140567118033	0.0982543483962111
k117_477756_1_T-NP	0.08819058307599957	0.13078742732379522	0.127403618271932	0.023049167927047726	0.003275721331658138	0.18939844877655967	0.08471830282036273	0.08816328531263894	0.3207478990271916	0.019573031105990915	0.17983848244694017	0.11094124018996979	0.25770162572450045	0.1272711046761476	0.07840902920737745	0.055496018558496535	0.13047093406293803	0.08177949025757561	0.03271862550303538	0.07834183745410277	0.03295078471609348	0.4192975173280396	0.34533582896235976	0.09332602857815313	0.14472179267837018
k117_506198_1_T-NP	0.03945302474849126	0.10033535470035343	0.002132884223402923	0	0	0.004264111442981703	0.010637119296722798	0	0.05342295172744289	0	0.02348349602594601	0.004260830145810136	0.021298067236550474	0	0	0.001065695265536878	0.005324071946184492	0	0.005340540171940407	0.010656206865730723	0.0021513738644911183	0.3143980058434121	0.2499330950120304	0.006770338804429389	0.020401165971636385
k117_538965_2_T-NP	0.06859267572577744	0.013732679868998498	0.027440779320108428	0.018439334341638174	0.059618128236178104	0.009143373389213224	0.04105579290525271	0.0045714296088035	0.022910564216227964	0.0228352029569894	0.0366216546073769	0.02284084356852319	0.03653491402676461	0.009137412643415724	0.004573860037097017	0	0.00913296538440566	0	0.004580607570424952	0.009139881036311989	0	0.201786930214119	0.22805196252231302	0	0.01381435293748079
k117_570890_2_T-NP	0.2834792153978607	0.2913387413942454	0.08694537801741672	0.019051480264903945	0.011371813078195323	0.1058054319022777	0.20738058596375014	0.10579948200320297	0.11362149733251267	0.015099700600285676	0.10972850101702193	0.18879288044443288	0.13966683766667978	0.022657811839364196	0.41586180012088064	0.5855259028047335	0.2302423048467037	0.12870185794682737	0.4959842153830053	0.4532786530203507	0.19827621242171803	0.15920735255252924	0.3129070694445721	0.2799874529961856	0.26262245489546815
k117_1270_1_TT-CN	0.2202185904880223	0.22044565052866005	0.25695642038785743	0.11099994028025613	0.03680876338468486	0.1712377384734231	0.0976375581762345	0.0611528960826784	0.1961465848687587	0.01221883666996801	0.061236867627466864	0.06110927445964537	0.10996528399503165	0	0.11013373510378345	0.17118431317992377	0.15882547258407212	0.03675772877893134	0.35539889438954997	0.2689850954107607	0.11107882952977827	0.24539479152833452	0.1830417067613302	0.34956328248132795	0.24639635356325382
k117_84182_1_TT-CN	0.15566046202650385	0.5360240966723668	0.11831794357144965	0	0	0.1307216664239078	0.024845271500202527	0.05602042087573932	0.23084439033940407	0	0.0747964597449774	0.012440102300713522	0.04974619990251432	0	0.031139002484700678	0.08089768881780836	0.01865326635431067	0.031178430660700692	0.23700554348761246	0.23645361877423204	0.18843730009515955	0.23728799930820205	0.22978271402359843	0.28991557951824415	0.11285832980174038
k117_139513_4_TT-CN	0.09806609107669743	0.03999404597264754	0.003632568442983104	0	0	0	0	0	0.007278877172864093	0	0	0	0.007254654152450005	0.0036287901773981723	0.03269595260893572	0.10890073494704973	0	0	0.07640310283482245	0.03266793417275575	0.010992175838884309	0.003642578936748716	0	0.2383018210434053	0.029259566985636396
k117_276426_4_TT-CN	0.2656605218585666	0.278022364447401	0.01811566600137028	0	0	0.0663983067550008	0.07227715345513464	0.07846631341517699	0.04839980665592748	0	0.04230910854261348	0.024126259007444407	0.060298424124259786	0.006032274580609949	0.06642987196736146	0.26551036329947364	0.11455743377192816	0.024186903785270844	0.3507833243325429	0.1749832202731159	0.20709068939750871	0.1937662769470486	0.18066454173845578	0.4600313327892801	0.21279685080462832
k117_330720_1_TT-CN	1.2656355110214554	1.430823311858707	0.34006744575032793	0.0729977033897245	0.009472232564004684	0.46583733046172116	0.48681028582789615	0.475253251994233	0.9085616075636409	0.07232006715272264	0.44123720421416307	0.817733135432907	0.5879708864324266	0.1572748790204174	0.5006982900655077	0.8873320380696855	0.4495872293914818	0.3972821792178855	1.2520155026295832	0.8243429950470554	0.7177915635829465	0.7009538808125384	0.6406046549949579	1.639186137263834	0.9447603750847471
k117_352568_3_TT-CN	0.2673811210934019	0.462973939624958	0.03975121529316226	0	0	0.05057280359059647	0.07569440229077248	0.018060699879340256	0.130340930100613	0	0.054256499296874795	0.03248607025678558	0.1299071748749597	0	0.03614060392006711	0.17694958797613883	0.09742224085567437	0.03980500163107074	0.1085817597652547	0.11555082760933294	0.03645073853308787	0.0797215203566144	0.09370217941978977	0.29442203930350186	0.24014069484584483
k117_14122_26_TT-LP	0.33079843827581135	0.25357530313659976	0.05961137957715863	0.006008543775854322	0.0029887457449103098	0.0774646912141676	0.2348621391386667	0.08341882234867927	0.053751708353457925	0.00595276658280493	0.029833345767227452	0.0833593179808496	0.0922643194773129	0.014887344317530964	0.6766478625393421	0.7773837079297089	0.1666571033821033	0.1731069107452237	0.1522464759785473	0.42291479453276953	0.5742237498056487	0.26301287912524063	0.2972472161081431	0.3311390069089503	0.6242040956935764
k117_37066_3_TT-LP	0.08301891308080206	0.11080601481599316	0.09963616300753655	0.0446348966206321	0.011101055623952577	0.1549293824283352	0.07729640022285232	0.06639457288976512	0.23846988071097602	0.005527568969747434	0.09972861299330318	0.08846294969396283	0.2708404216914668	0.10506211561228994	0.02214329065578715	0.03872026131450657	0.10501098095760081	0.11085664234915803	0.027719946606738304	0.0719040244225735	0.0223333096409078	0.31638399907760273	0.13800763605020927	0.052711923548771675	0.16162427477780103
k117_164450_1_TT-LP	0.3046482434965132	0.7004604117480632	0.214234753224396	0.0335904256138204	0	0.20939261242873972	0.12821177647886084	0.06662117552761415	0.20987015138688006	0.004754086622444892	0.0762430351894195	0.023776304738565093	0.12835538268362057	0	0.023805926814242158	0.033302067751725783	0.09507011748272104	0.0238360698566449	0.43867525060110635	0.25688368714685744	0.2689143904884735	0.4487458337914049	0.3228530855094042	0.2569031632342865	0.21570192726612494
k117_429056_2_TT-LP	0.07709495043885539	0.18241231383778575	0	0	0	0.007006856491733753	0.027966536764047072	0	0.05618269013828768	0	0.021048249978486103	0.007001464611456857	0.013998930625833177	0	0.09113243742256119	0.09106071505120138	0.09098544660595087	0.021057191360794845	0.18253375896216018	0.11206688305829778	0.12726619664718317	0.021086688116253874	0.04194322526792291	0.15575181430491328	0.1693820159168499
k117_482275_2_TT-LP	0.2570211552940604	0.10594136050699834	0.294858238493848	0.09525740132451972	0.007581208718796883	0.4496730855846802	0.6334534262165459	0.48365477487178504	0.36358879146404055	0.03397432635064277	0.4237790384105675	0.41156847936886365	0.41522573360364257	0.07552603946454732	0.19658921460259812	0.09443966174269895	0.4491612176517662	0.7722111476809642	0.01893069524362616	0.03777322108502923	0.04956905310542951	0.11751018878877159	0.1545685523762344	0.05199766984214875	0.323520415450939
k117_511777_2_TT-LP	0.17050339116839544	0.15361127237327168	0.4126739856595768	0.25094852024240466	0.16415448511898578	0.4704701539755313	0.3095635783986115	0.30340209469675067	0.3861186287101696	0.18731566239779812	0.3038187085321657	0.2657132853277098	0.31672152700769507	0.08517453717120403	0.08527061805101409	0.14314189512844483	0.23496730625283266	0.22539947133877702	0.16054525555511412	0.13631607413570448	0.07224197715139614	0.3796119427872304	0.255094799153932	0.2345616157916001	0.4361034727247908
k117_551262_1_TT-LP	0.047351528201642665	0.043091227983997345	0.025831597816768737	0.00433950383811701	0.004317077187092669	0.008607187912685289	0.008588488913650258	0.06455027919838277	0.04744749564533632	0.00429922030980356	0.03016482738686331	0.004300282276789859	0.03439243450050373	0.008601576716795668	0.254032751134447	0.12476528645785451	0.025792170761515985	0.004311091646911701	0.04743190863819666	0.04301950179128329	0.039083291871588655	0.02158565295851091	0.03005499629537891	0.19588011096518856	0.21240278256239753
k117_3334_1_EEBR-OA	0.22548570179548635	0.25995634538574963	0.03547445585736088	0.0012770202030426077	0	0.06965489945688096	0.056866561471853205	0.020262103988157205	0.11043266511854842	0.003795496949254369	0.01648556545393386	0.010123825305576126	0.07337677442478042	0	0.015204657344028235	0.07089922507724364	0.07084062160111203	0.035522455423054454	0.22333062159892048	0.09368170526319783	0.09967836837004626	0.1308549337931746	0.13519483736449928	0.21984845861576705	0.17603575995718027
k117_97184_1_EEBR-OA	0.22830201097220568	0.2534687588915843	0.05812109508772966	0.037660694023658334	0.008325791717964433	0.2780429095365658	0.17805777908478482	0.14108846739075087	0.18717112730221955	0.024874060363863453	0.10803933074274512	0.1741614322099893	0.10778343312211436	0.03732469896752406	0.1328597439347229	0.0829719885310855	0.22383919625172802	0.21201332849276472	0.09563381579324713	0.14519081854558108	0.08374991115340426	0.22896210459563357	0.21529191223832647	0.11860182798473626	0.16301758749140277
k117_134957_7_EEBR-OA	0.9710534800999621	1.2310190807299368	0.11999193824563541	0	0	0.037482915103629486	0.30669216862615595	0.018740403638240158	0.26297878818089626	0	0.026272591595009977	0.022472442865805072	0.1872168813535485	0	0.397507782256308	0.5208499667144916	0.10108866927497394	0.0713416133827646	1.085370038427708	0.7681062658540418	0.8661361779284323	0.23688513343501325	0.2505506373195412	0.7062264165781666	0.4341742197868626
k117_234077_1_EEBR-OA	0.26870708747621075	0.5166203369677773	0.28154071748918585	0.0773944537733896	0.02566482584620229	0.3283365811095911	0.15317451787280828	0.22172132598050007	0.4102882692667614	0.004259777921640224	0.16651933545670808	0.051129961749721634	0.2598364202859158	0.008522663168935156	0.07252435563409186	0.2174018341695231	0.22574065051822248	0.10678850868496874	0.3631567316919477	0.33247365421079855	0.24525662055198752	0.41491981723552346	0.39563877167861833	0.31594914420670484	0.2448139916596366
k117_326219_3_EEBR-OA	0.5881339866447183	0.8831105879611986	1.4033093319977137	0.9486259956481328	0.4044529181546096	1.3523655128834802	0.528036854534425	0.7055423287803957	1.1702329758397405	0.5454312031594155	0.7149219847110289	0.428059423745034	0.9230017813237597	0.22664636481484488	0.4201889491911417	0.4198582552175411	0.8809735434806967	0.35340563332032787	0.7658720669707503	0.6969159290187892	0.8306376730299082	1.6683889260173395	1.1397102898103064	1.1914164888854897	1.1506412848327372
k117_437017_1_EEBR-OA	0.26769582424377336	0.20942336800222708	0.006749546526316992	0	0	0.02248974906217769	0.015708623271095793	0.015741939056121732	0.05184438966994812	0	0.031527109914011975	0.04943937430477116	0.04043884637236648	0.0022475087550337066	0.03375066075761106	0.12140675483129156	0.024710563600549188	0.022528930541925663	0.0698542654489805	0.05845101340157587	0.027232229175042415	0.04737702668700265	0.047118478063077895	0.13807123200516966	0.12005861034106287
k117_452057_2_EEBR-OA	0.6005490502955715	0.6011682563828636	0.16410662142417787	0.029774101628115765	0.009873409472597822	0.4757243389858293	0.5794501908470765	0.5905211424077934	0.4406375338904645	0.0032775232479443613	0.4270731191713219	0.47207992919037106	0.41622938083139044	0.08196796636005284	0.531751586901091	0.6625264477155101	0.4686285708715917	0.5159920232825986	0.5588341235918443	0.518177490752794	0.46348186125366314	0.4146883277074115	0.5433539229413982	0.4202070517252669	0.4461223389809973
k117_488751_3_EEBR-OA	1.4190583634879714	1.0696551315064302	0.18501374771382004	0.009815003445374598	0.004882139646136212	0.3163479536494802	0.6604592940507591	0.47936186395280683	0.46828713455577997	0.0024309727406219084	0.3094545792357645	0.3161045191943959	0.29899810203186616	0.031614172016704495	1.1613054581100517	1.2333720933898322	0.5833621868573249	0.43147030325845065	1.3068721214887802	1.2113931331635497	1.0337633012317584	0.42963360359725167	0.5171167799393391	1.0483509262858672	0.7402210873015448
k117_533073_1_EEBR-OA	0.24306284261333583	0.22883051275485394	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06073136421943354	0	0	0.08405699991786038	0.03759297542425004	0.029190840402016423	0	0	0.08880099983734979	0.011655263197597899
k117_548222_4_EEBR-OA	0.9905045044752822	1.228471279664935	0.786683438472038	0.3597595975662958	0.2958155971228721	0.9938942366225054	0.6393603026266218	0.7572101681005067	1.3245655964489185	0.37460464798633003	1.046239078347499	0.6948268104878947	0.9746618382988707	0.4147621900934266	0.6701958884644508	0.698784454845612	0.9636709232305319	0.419402806172141	0.8134465376043163	0.7169317912099293	0.7861558239653237	1.1065831447743775	1.0424296887410271	0.9479888496186404	1.4117932059910197
k117_577271_4_EEBR-OA	0.34067218278000944	0.45761264824425396	0.034945460094501335	0	0	0.07277476210099253	0.060997994330351094	0.029108267863988884	0.09044650716677888	0	0.07870024156882797	0.05526625823782542	0.055250476718450146	0.014545463759090793	0.06407223559273693	0.10185287944943272	0.04652282993308937	0.0466569918530068	0.1108334900651883	0.07856672268687812	0.05580996167049403	0.0642432293479189	0.1045515886636742	0.2680714942897866	0.15246738871847273
k117_8759_5_EEBR-OB	0.16986946830379498	0.4474858290645877	0	0	0	0	0.008918815410329115	0.00446886548296496	0.01343792708836448	0	0	0	0.004464402555353849	0	0.013413724147255677	0.008935444918732285	0.008928059109755533	0	0.03582270023024642	0.00893481960280499	0.03156727420397545	0.013449522227995258	0.017834832966488582	0.014191671724669295	0.013504415531832181
k117_21379_3_EEBR-OB	0.281502663070316	0.20067070940070686	0.008531536893611693	0	0	0.08101811741665235	0.1574293655914974	0.08101356141595194	0.08547672276390862	0	0.06404589825258003	0	0.059634588262341325	0	0.20477465120214172	0.18329958567234303	0.05537034824031872	0.0256292420843925	0.23071133542782557	0.3708359989274292	0.32700882740264997	0.16254590778298855	0.14038795124080003	0.19408304572697582	0.22763406242036385
k117_71828_1_EEBR-OB	0.33102478000572977	0.452866987768529	0.011035650966024619	0	0	0.01985645565932777	0.013208878519095017	0.008824595130918149	0.04864869806673724	0	0.017673425087420817	0.004409150182531375	0.033059183479519014	0	0.008829286780472092	0.07719545768398461	0.015426329980780131	0	0.2586376284028709	0.15879097116883806	0.1224444903571923	0.07524922563004943	0.07483857124545526	0.34329474260560794	0.11111227969229011
k117_98923_1_EEBR-OB	0.1129326105066781	0.2430554608392919	0.05647393854678185	0	0	0.07903280237234912	0.12955752911846502	0.06773859258388992	0.17540031146917848	0.005639463078446775	0.09609477689233262	0.016922568311901795	0.21429132265698478	0.01692455985571941	0.06212672236623683	0.05643438896041443	0.08458161261873663	0.08482552795138003	0.05656215825828382	0.03385826375799786	0.051267152090666894	0.062292524003346464	0.0450564201258659	0.07170528871411855	0.0796049757665897
k117_117113_6_EEBR-OB	0.5824096056130115	0.6784737522579274	0.16180231599514483	0.02575090189651852	0.022202111247905155	0.03915797577859022	0.16138808837738397	0.04766789848495959	0.16722753709964688	0.010204742713379879	0.2096858016782272	0.20244405795349185	0.14626233133730707	0.03572962636207431	0.42753584266173655	0.4748550728240586	0.4812649005830126	0.3069876249668992	0.8000403051421702	0.7743510322430992	0.7438710057317753	0.2391026173865824	0.1834439962267397	0.6775960086953214	0.6259189421103171
k117_147763_1_EEBR-OB	0.18631725531111304	0.25045542738179827	0.05324069779028671	0.010732818653052756	0	0.06918602192410388	0.053104397099669534	0.04257361925755932	0.08001208495362055	0.010633186109743157	0.15454128578351561	0.01063581265404515	0.0425311022067298	0	0.1544114199546684	0.021281364997286053	0.18074208213031814	0.09596292551446199	0	0.04787972031426796	0.04833200979539971	0.04270993318203075	0.03716724732710979	0.005633335341090103	0.010721062712294251
k117_199578_3_EEBR-OB	0.2104561295286215	0.34993162939843564	0.010702605745055077	0	0	0	0.014233608225179967	0.014263795710333173	0.00714856479381026	0	0.010712536434063257	0.007126810525216954	0.09618446835371056	0	0.11773887793703704	0.12834132650537214	0.04630717103474225	0.007144724775444456	0.48594271616682094	0.32796043718531254	0.20151385271898395	0.010732099578349159	0.017789219582942578	0.286882284684875	0.1760063978266414
k117_252604_1_EEBR-OB	0.2641510870752793	0.23269263111358562	0.052837359170663324	0	0	0.010563366983750126	0.084323345697657065	0.01056277295973536	0.04764355967692861	0	0.02644319283913342	0.010555238315756927	0.10024613010658188	0	0	0.07392049887314889	0.07385939808979577	0.03174531121816798	0.1958036228494151	0.0739153258050231	0.09060217661141005	0.1430540091523132	0.13173456168429068	0.22362634232812226	0.16491755937358693
k117_297261_1_EEBR-OB	0.13419964506257487	0.29746274492870745	0.062315400918802936	0	0	0.062291194996959516	0.10040563327916899	0.052704970232081594	0.07684093015477145	0.004786760757307056	0.13434232403221597	0.04309148838185303	0.057438911227645405	0.01915402650338004	0.11505379887130644	0.004790135420351328	0.14837145654562806	0.07199967492780367	0.019203921772915605	0.11495520478660441	0.06285560342234876	0.05768042522521678	0.06214611899663032	0.01014387532210039	0.038610562620221216
k117_306650_4_EEBR-OB	0.5404190067944814	0.6912473855781273	0.4422207782800253	0.156833575112221	0.010948986368829941	0.3847463528406211	0.2450492531526825	0.2237406154915373	0.3473349138612878	0.04634071519843054	0.25956762285928225	0.2317608099858958	0.3707114074927095	0.06271912885867056	0.13649973691923586	0.270056773629944	0.36522925172275866	0.2077423105940386	0.1968495934374402	0.31095270414145587	0.1899860998219691	0.5611424929566711	0.47096523688805664	0.5430050206667987	0.9647068191272055
k117_326365_1_EEBR-OB	0.2018670412806871	0.35822418210907264	0.00917701501385205	0	0	0.004586725137680976	0.02288380269755496	0.01834586882480352	0	0	0.00918553014412003	0.01833278233789361	0.04581886833126319	0	0.16520060265567518	0.11004705847280813	0.009163008033696468	0.027568296584198508	0.4090151069052149	0.2980232591198769	0.18513138254963044	0.009202304682312545	0.018304170676133016	0.20876696037079306	0.16169760702588531
k117_420120_3_EEBR-OB	0.11856660874895758	0.23113093560275622	0	0	0	0	0	0	0.0031264975776060535	0	0	0	0.006232186117540944	0	0.015604332341326516	0.04989456491533732	0	0	0.043756586858421806	0.01559096038073354	0.018885886005062972	0.05319632057963226	0.024896948033755875	0.07264104005826252	0.021993768472424673
k117_474531_1_EEBR-OB	0.6370932885311921	0.6320046770986276	0.20091242746375684	0.023144020469957383	0	0.43035939563426445	0.6240968610585854	0.4418107998467087	0.5578675245572875	0.0057322937464047465	0.44816314974768345	0.3898922597622806	0.4184412864227954	0.09748453612368423	0.38463715990978425	0.5736335009556529	0.45852748020472867	0.4885903866499928	0.36220730232804715	0.4588746857736884	0.3705675081158035	0.4604939297815661	0.5553018363146198	0.3765757172043935	0.4219157313484359
k117_491234_2_EEBR-OB	0.17832007631602415	0.7586417288360736	0.12101926648403982	0.006420087870090917	0	0.15280706212109774	0.08894380299615882	0.08276583743792638	0.15953703392578836	0	0.07650414147431478	0	0.15900611840986312	0	0.03184993861448837	0.05091979570126891	0.057237420046103965	0	0.40190125326810705	0.3627781548316985	0.2120134737143713	0.32573637396021393	0.20326823326189727	0.2830558086454588	0.1731525059971907
k117_526314_12_EEBR-OB	0.16972755563186198	0.35211689152637826	0	0	0	0.036887948197222666	0.012269269876643224	0.014754349531058916	0.07640895402625589	0	0.009849739554894143	0	0.044218844357790506	0	0.0442865813115743	0.09587874230258768	0.03438956101535465	0.029561771293108805	0.04188791931684899	0.044248630413891384	0.07940732316767218	0.05180556710042618	0.03434856719471875	0.10672537607405623	0.06687901025288318
k117_535993_2_EEBR-OB	0.1225661044029296	0.4209621235600322	0.002113494366826533	0	0	0	0.008432334569765708	0.004225109183894145	0.006352474623590482	0	0.0042309108542613475	0.004222095326302772	0.006331334533047277	0.002111296103213482	0.019023099699744417	0.00633604276055562	0.004220537033702616	0.0021163540812111988	0.029635142917749314	0.025342397418865063	0.038372686564832496	0.016954549232866753	0.008431011947794604	0.011181317116406112	0.017023748064370268
k117_543968_2_EEBR-OB	0.2633571069291571	0.3120502336320917	0.0026876806976984815	0	0	0	0	0	0.002692763809614462	0	0	0	0.00805140807670752	0	0.01075165557853249	0.03760117861755551	0	0	0.17228026931540477	0.04565537877965094	0.02439881804700332	0	0.005360759041950326	0.1393463566645756	0.03247304544070629
k117_551752_2_EEBR-OB	0.4518099720341115	0.3981993616943754	0.11296776228319286	0	0	0.019638935800774884	0.12247669049395614	0.07364186781787328	0.059051172557319974	0	0.02458099616032121	0.009811911673802215	0.029427329519797204	0.009813066395217594	0.3340206238358879	0.43682999032281356	0.06375388688233881	0.044264588881670855	0.4820928178873304	0.40244440971507545	0.41120026800108067	0.09850354307827514	0.10286428309545177	0.2338627594065222	0.20770171494029216
k117_25038_3_EEMAC-CN	0.014040782615008135	0.0046850865324883015	0.22936378464151033	0.16041602107616434	0.03754987942598725	0.11229780739771947	0	0.03743049746805551	0.12193340552663608	0.09816072143591752	0.06559331592848129	0.06078117097261372	0.07478623341049133	0.06078832404554253	0.004681299702397955	0.018710461843251498	0.12151747566835047	0.08905731603486051	0.009376411469661816	0.014031864342660186	0	0.05163172291552542	0.056018133075950716	0.014858394557371882	0.08954605735201474
k117_131564_1_EEMAC-CN	0	0	0.27655004721481824	0.21135936340946374	0.05180492624511203	0.0668322826161446	0.012124925525153304	0.036451922370851444	0.06393994065574733	0.1304939811681551	0.16121706065584088	0.024283946974813325	0.03945014545646016	0.02428680484742306	0	0	0.027309357276899277	0.015215617577335416	0	0	0	0.009142158900075208	0	0	0.006119647996995847
k117_230762_1_EEMAC-CN	0	0	0.24673473641446006	0.08618209023510838	0.009798479920266372	0.15140209351140285	0.40692290555147825	0.288136167462063	0.2006981474773595	0.06830565087659876	0.28119626430686184	0.48801802370574937	0.163439353795301	0.22695508724210772	0.012215650712036695	0.004882414736680337	0.27075003773122036	0.4867985026729927	0.004893468682940842	0	0	0.0514426559473584	0.12668665939067897	0	0.009838593452263025
k117_245838_1_EEMAC-CN	0.4326207803877352	0.4977036832151692	1.0332639126707495	1.152138269020066	0.44034187308345224	1.1684257591470277	0.7214330687466216	0.9166139646170351	1.1969709128709842	0.5481505894999539	0.8467697973598057	0.5031330263844136	0.7996241021367116	0.21288902374069277	0.1743784139143238	0.3872026131450657	0.7157327386320687	0.3879982482220531	0.44629114036848666	0.3290991887033171	0.4624856204804657	1.372847528161294	1.0497780848885918	0.7789650924429592	0.9167997655499402
k117_283678_3_EEMAC-CN	0	0	0.29805689788579315	0.09613670041366915	0.03586494893892371	0.047670579208718526	0.0594587694021941	0.023833949242479793	0.10750341670691585	0.08333873215926901	0.26253344275160156	0.13099321396990649	0.15476595525226677	0.09527900363219817	0.023846620706232318	0.02382785311661943	0.1190407881300738	0.023876815275203273	0.059704500383744044	0.011913092803739988	0	0.01195513086932912	0	0	0.10803532425465746
k117_296809_1_EEMAC-CN	0.010369648622732153	0.015570510632135841	0.22297758412839036	0.12544231169218537	0.010399501922810592	0.05701862029890403	0.036205748803269114	0.05701541389418492	0.10910198052411904	0.07249540269616708	0.11937774492135177	0.04661569932758078	0.03106825867517623	0.036260921921361655	0	0.015545681122552822	0.05695371536186058	0.06231049934272377	0.0051936256839390715	0	0.005230477722591789	0.0415985222813831	0.04137150844270957	0.021946971886477425	0
k117_402059_1_EEMAC-CN	0.026707360974079306	0.023764353815855555	0.24633451364842018	0.16154033862062808	0.044640415168660366	0.08306851994029887	0.05032489035785705	0.050431622386481176	0.12191344915911946	0.08298409925646362	0.11882558143882933	0.03853784882944444	0.08890810195342985	0.09783835984678646	0.03858586180231846	0.06821356674130094	0.1274242989537024	0.08024133984507141	0.038642785141989225	0.026690397281570653	0.005987227690966773	0.06844948333907376	0.029598233433747012	0.05338484172173472	0.10458738837418967
k117_425646_2_EEMAC-CN	0	0	0.2523679128809314	0.19424989549044824	0.10122409930788337	0.04586725137680976	0.01830704215804397	0.05962407368061145	0.05516622699433839	0.13746191253714013	0.09644806651326032	0.06874793376710105	0.07789207616314743	0.050421084570164074	0	0	0.018326016067392936	0.027568296584198508	0	0	0	0	0	0	0
k117_78339_4_EEMAC-CPL	0	0	0.4516294929767846	0.6828315998387887	0.7136977851350167	0.06000338786671179	0.014255483647657191	0.04857143959353719	0.0744593337027409	0.5137920665322615	0.3376058784117559	0.22555333023916652	0.18267457013382307	0.47971416377932563	0	0.0028564127199226155	0.0028540516826267687	0.01431141079507573	0	0	0	0.00573258324471929	0	0	0
k117_103687_1_EEMAC-CPL	0.012944016146241065	0	0.2815704096129456	0.3718884310085612	0.10709556678513879	0.25881474558793816	0.11298545740231314	0.19086514109145938	0.39235005679809426	0.5946689512511578	0.3692966736364545	0.5010676935971851	0.3199453970528299	0.5399235649563573	0.051787556800541645	0.006468349917968615	0.1227970635791898	0.21389416189689053	0	0	0	0.1103422519679611	0.1355612825944701	0	0.006517212136011819
k117_197700_1_EEMAC-CPL	0	0	0.13180216838792239	0.39578325162920724	0.25331385195444545	0.027448118934153873	0.01095539530717592	0.010978630162874549	0.01925750181167193	0.13161707531115152	0.024735837081016145	0.016456198319054108	0.057580247131256736	0.04114533744451471	0	0	0.024675186988379467	0.041243908275572574	0	0	0	0	0	0	0
k117_238329_4_EEMAC-CPL	0.07273067968060451	0.04710955108434556	0.26956777844370317	0.33640472698433455	0.20594841844682574	0.3892244300883636	0.16644807655350408	0.23095535477605417	0.2486428717699833	0.31619050965598205	0.35119155741200014	0.2008733083158159	0.15381647086421607	0.15815291668856818	0.0042792248813331	0.02565514246605343	0.1708929105670998	0.14996251311649905	0.029998764303243167	0	0.008631892683295653	0.2788919333167115	0.1664219689695039	0.04980144924239778	0.15940181278064489
